id,url,title,article,tags,posted_by,added_time
126754652,https://slashdot.org/story/20/03/05/1446220/the-rich-are-preparing-for-coronavirus-differently,The Rich Are Preparing for Coronavirus Differently,"The new coronavirus knows no national borders or social boundaries. That doesn't mean that social boundaries don't exist. An anonymous reader shares a report: ""En route to Paris,"" Gwyneth Paltrow wrote on Instagram last week, beneath a shot of herself on an airplane heading to Paris Fashion Week and wearing a black face mask. ""I've already been in this movie,"" she added, referring to her role in the 2011 disease thriller ""Contagion."" ""Stay safe."" [...] Business executives are ditching first class for private planes. Jet-setters are redirecting their travel plans to more insular destinations. And wealthy clients are consulting with concierge doctors and other V.I.P. health care services. Why spend $3.79 on a bottle of hand sanitizer from Target when Byredo, a European luxury brand, makes one with floral notes of pear and bergamot for $35 (although that, too, is sold out)? [...] At a time when every stray cough from three rows back sounds like a ghostly greeting from Typhoid Mary, those who can afford it are paying extra to sidestep crowded security lines and jampacked planes and flying private -- which might be an attractive option for those who wish to flee the teeming cities for, say, a safe house in Telluride, Colo. Some wealthy people say they have been staying in their Hamptons homes and are prepared to jet off to cabins in Idaho if things get worse. And The Guardian reported that executives have chartered jets for ""evacuation flights"" out of China and other affected areas. For some private jet companies, fear equals opportunity. Southern Jet, a charter jet company in Boca Raton, Fla., recently sent out a limited test marketing email with the tag line: ""Avoid coronavirus by flying private ... Request a quote today!"" [...] In certain pockets of Silicon Valley, where tech-elite survivalists drool over abandoned missile silos that were converted into luxury bunkers, coronavirus is precisely the doomsday scenario they've been preparing for. Marvin Liao, a partner at the venture capital firm 500 Startups, has been stocking up on canned food, water, hand sanitizer and toilet paper in anticipation of an outbreak, and has lately been scoping out a high-end air purifier called Molekule Air, which costs $799. ""I don't know if you're ever ready for this,"" Mr. Liao said of coronavirus. ""But I think that you're probably better prepared than a lot of people, because at least you've thought about it and at least you've stocked up. Worse comes to worse you'll have a lot more cushion than a lot more people out there.""","business, coronavirus",msmash,2020-03-05 12:01:00
126669512,https://science.slashdot.org/story/20/03/04/1839246/amazon-employee-at-seattle-headquarters-tests-positive-for-coronavirus,Amazon Employee At Seattle Headquarters Tests Positive For Coronavirus,"An Amazon employee at the company's Seattle headquarters has tested positive for the novel coronavirus, and has subsequently been sent to quarantine. CNET reports: The online retail giant has about 55,000 employees in the Seattle area, and reportedly said people working in close contact with the affected person have been notified. The employee went home sick on Feb. 25 and hasn't returned to work since, according to a message sent to Amazon employees seen by The Seattle Times. Amazon learned Tuesday that the employee had tested positive for the virus. So far, a total of nine deaths have been reported in Washington, with 27 confirmed cases in the state. There are more than 100 cases in 15 states as of Tuesday night.","amazon, business, health",BeauHD,2020-03-04 16:40:00
126671386,https://entertainment.slashdot.org/story/20/03/04/197213/coronavirus-james-bond-postpones-release-date-because-its-no-time-to-die,Coronavirus: James Bond Postpones Release Date Because It's No Time To Die,"The release of upcoming James Bond film ""No Time To Die"" has been pushed back from April To November due to coronavirus fears. ""The 25th installment in the storied spy franchise will commence its run on Nov. 12 in the U.K., followed by the U.S. on Nov. 25,"" reports The Hollywood Reporter. ""It was scheduled to open in North America on April 10."" From the report: Relocating a tentpole and restarting a marketing campaign that was in full swing is a Herculean task but insiders say hundreds of millions of dollars hung in the balance decision of the ongoing cinema blackout in China and a downturn in moviegoing in markets where COVID-19 is a major issue, including South Korea, Italy and Japan. And there's concern that by early April, other markets could be impacted. ""MGM, Universal and Bond producers, Michael G Wilson and Barbara Broccoli, announced today that after careful consideration and thorough evaluation of the global theatrical marketplace, the release of No Time to Die will be postponed until November 2020,"" read a statement issued by the three parties. In its new date, No Time to Die has the advantage of going out over the lucrative Thanksgiving holiday in North America (many previous Bond movies also opened in November). The other major 2020 Thanksgiving tentpole is Godzilla vs. Kong, which debuts domestically on Nov. 20. As the coronavirus first began to spread, publicity tours for the movie in China, South Korea and Japan were canceled, and No Time To Die's release in Hong Kong was pushed back until April 30. Aside for the concerns over audience members, the letter said the ongoing coronavirus outbreak could seriously impact the film's box office, noting that the countries to have banned or restricted large public gatherings -- including China, Italy, France, Switzerland, Japan, Hong Kong and South Korea -- contributed some 38 percent of the total global earnings for the last Bond movie, 2015's Spectre.","health, movies, medicine",BeauHD,2020-03-04 15:20:00
126665774,https://science.slashdot.org/story/20/03/04/1743256/los-angeles-area-officials-declare-emergency-after-confirming-six-new-coronavirus-cases-over-48-hours,Los Angeles-Area Officials Declare Emergency After Confirming Six New Coronavirus Cases Over 48 hours,"Los Angeles-area officials have discovered six new COVID-19 cases in the county over the last 48 hours, prompting them to declare a local emergency to help free up federal and state funding. From a report: Kathryn Barger, chairwoman of the Los Angeles County Board of Supervisors, told reporters Wednesday that she just signed a proclamation declaring a local emergency. ""I want to reiterate that this is not a response rooted in panic,"" she said. County Supervisor Hilda L. Solis said the proclamation allows local officials ""to further draw down resources from both the federal and state level of government."" Health officials for the City of Pasadena and City of Long Beach said they, too, plan to declare a local emergencies later Wednesday. The new cases in Los Angeles County bring the state's total to 35, more than any other state, according to the Centers for Disease Control and Prevention. In Washington state, where at least nine people have died, there are at least 27 cases. There haven't been any fatalities outside of Washington.","usa, medicine, us",msmash,2020-03-04 14:01:00
126657004,https://slashdot.org/story/20/03/04/1546215/china-tech-groups-censored-information-about-coronavirus,China Tech Groups Censored Information About Coronavirus,"Chinese social media platforms, including Tencent's WeChat, censored keywords related to coronavirus as early as December [Editor's note: the link may be paywalled; alternative source], potentially limiting the Chinese public's ability to protect themselves from the virus. From a report: Beijing has strictly controlled access to information throughout the coronavirus outbreak, which has killed more than 3,000 people worldwide. Research by the University of Toronto's Citizen Lab, one of the first reports into information control during the outbreak, say the censorship started in the early stages of the crisis. Authorities blocked a wide range of speech -- including criticism of the central government -- in a bid to control the narrative and manage public sentiment. Public anger over the outbreak, the biggest crisis Xi Jinping has faced since becoming president, has largely been directed towards local rather than central government officials. But critics allege that Beijing's response severely hampered the effort to contain the outbreak. ""The broad censorship of the coronavirus we found is significant because blocking general information during a health crisis can limit the public's ability to be informed and protect themselves,"" said Lotus Ruan, a researcher at Citizen Lab.","disease, china, coronavirus",msmash,2020-03-04 12:10:00
126573552,https://science.slashdot.org/story/20/03/03/2148241/who-estimates-coronavirus-death-rate-at-34-percent----higher-than-earlier-estimates,WHO Estimates Coronavirus Death Rate At 3.4 Percent -- Higher Than Earlier Estimates,"The World Health Organization is warning that the novel coronavirus could be far more dangerous than the flu, with a mortality rate of 3.4%. The new estimates come as the U.S. death toll from the virus reaches 9. From a report: The global mortality rate -- which includes more than 3,000 deaths -- is many times higher than the ""mortality rate"" of the flu, which is less than 1%. WHO director Tedros Adhanom Ghebreyesus said that is at least partly because COVID-19 is a new disease, and no one has built up an immunity to it. Still, Tedros reiterated the WHO's belief that containment was still within reach. ""We don't even talk about containment for seasonal flu,"" Tedros said. ""It's just not possible, but it's possible for COVID-19."" Officials say they have learned the coronavirus is less transmissible than the flu, which is often spread by people who are infected yet don't have symptoms. That doesn't seem to be the case for COVID-19, he said. ""There are not yet any vaccines or therapeutics, which is why we must do everything we can to contain it."" Tedros said he's concerned by shortages of masks, gowns and other equipment needed by healthcare workers to stop the spread of disease ""caused by rising demands and hoarding and misuse."" ""We can't stop COVID-19 without protecting our health workers,"" said Tedros, noting that prices of surgical masks have increased sixfold.","death, health, cdc",BeauHD,2020-03-03 18:30:00
126565018,https://tech.slashdot.org/story/20/03/03/2013226/cisco-avoid-coronavirus-stay-home-use-webex,"Cisco: Avoid Coronavirus, Stay Home, Use Webex","An anonymous reader quotes a report from Ars Technica: Networking giant Cisco is getting into the coronavirus monitoring and mitigation game with its Webex remote meeting property. The company notes that in the wake of mandates issued to employees to halt travel plans and/or work from home, traffic across its Webex backbone has increased significantly. Webex meeting traffic connecting Chinese users to global workplaces has increased by a factor of 22 since the outbreak began; traffic in other Asian countries is up by 400 percent or more, and free signup rates in impacted countries have increased 700 percent or more. In response, Cisco is offering temporarily unlimited usage (with no time restrictions) in all countries where the service is available (full list here), not just the ones worst hit by coronavirus. The company is also offering free 90-day licenses to businesses that are not currently Webex customers and offering free upgrades to customers whose current plan is insufficient to accommodate increased traffic due to the outbreak. In the worst affected countries, telepresence and remote work software like Webex is currently the only alternative to a complete shutdown of activities. In its press release, Cisco highlights the Nesbitt Center, an organization working with disabled young adults in Hong Kong. All Hong Kong schools, including the Nesbitt Center, have been required to suspend day programs during the outbreak. Webex videoconferencing has allowed the Nesbitt Center to continue delivering educational sessions despite the lockdown. Ars Technica also recommends Jitsi, a ""free and open source software, offering video call and screen sharing capabilities."" There's also Jitsi Meet for people ""who just need to get something done on-the-fly with no setup at all."" Do you have a favorite remote work software?","business, cisco, it",BeauHD,2020-03-03 18:10:00
126571384,https://tech.slashdot.org/story/20/03/03/2118224/google-cancels-physical-io-2020-due-to-coronavirus-concerns,Google Cancels 'Physical' I/O 2020 Due To Coronavirus Concerns,"Google has announced that it will not host an in-person I/O 2020 over coronavirus concerns. The company is looking into an alternative format. 9to5Google reports: Google I/O 2020 was announced in January, with the ticket application and drawing process taking place late last month. Hosted at the Shoreline Amphitheatre in Mountain View, it's right across the street from the Googleplex headquarters. ""Due to concerns around the coronavirus (COVID-19), and in accordance with health guidance from the CDC, WHO, and other health authorities, we have decided to cancel the physical Google I/O event at Shoreline Amphitheatre,"" reads a statement on the Google I/O website. Those that purchased tickets will be fully refunded by March 13, while registered guests this year will automatically be able to purchase I/O 2021 passes. Looking forward, the company is going to ""explore other ways to evolve Google I/O to best connect with our developer community."" At this time, Google does not look to be committing to the original May 12-14 timeframe. Meanwhile, Google will be providing $1 million to local Mountain View organizations to help with the lack of I/O and its over 7,000 attendees. This is specifically aimed at helping raise awareness about the coronavirus, as well as aiding small businesses, increasing STEM education, and supporting organizations working with unhoused neighbors.","business, google, health",BeauHD,2020-03-03 17:40:00
126562794,https://science.slashdot.org/story/20/03/03/1948237/cdc-drops-coronavirus-testing-numbers-from-its-website,C.D.C. Drops Coronavirus Testing Numbers From Its Website,"A tally of the number of people tested for the novel coronavirus disappeared from the Centers for Disease Control and Prevention website on Monday. From a report: The change was first reported by journalist Judd Legum on Twitter. The disappearance of the numbers comes less than a week after the first cases of the virus with unknown origins were reported in the US. In the past few days, six deaths due to COVID-19, the disease caused by the virus, have been confirmed in Washington state.","usa, cdc, medicine",msmash,2020-03-03 16:11:00
126538518,https://science.slashdot.org/story/20/03/03/142257/as-coronavirus-numbers-rise-cdc-testing-comes-under-fire,"As Coronavirus Numbers Rise, C.D.C. Testing Comes Under Fire","The coronavirus has found a crack in the nation's public health armor, and it is not one that scientists foresaw: diagnostic testing. The Centers for Disease Control and Prevention botched its first attempt to mass produce a diagnostic test kit, a discovery made only after officials had shipped hundreds of kits to state laboratories. From a report: A promised replacement took several weeks, and still did not permit state and local laboratories to make final diagnoses. And the C.D.C. essentially ensured that Americans would be tested in very few numbers by imposing stringent and narrow criteria, critics say. On Monday, following mounting criticism of the federal response, Trump administration officials promised a rapid expansion of the country's testing capacities. With the help of private companies and academic centers, as many as a million diagnostic tests could be administered by the end of this week, said Dr. Stephen Hahn, commissioner of the Food and Drug Administration. But many scientists wonder if the moves come too late. As of Monday evening, 103 Americans were infected with the coronavirus in the United States. Six deaths have been reported. Dozens of patients, in several states, may have caught the virus in their communities, suggesting that the pathogen already may be circulating locally. The case numbers are rising not just because the virus is spreading, but because federal officials have taken steps toward expanded testing. The persistent drumbeat of positive test results has raised critical questions about the government's initial management of the outbreak. Why weren't more Americans tested sooner? How many may be carrying the virus now? Most disturbing of all: Did a failure to provide adequate testing give the coronavirus time to gain a toehold in the United States? ""Clearly, there have been problems with rolling out the test,"" said Dr. Thomas Frieden, former director of the C.D.C. ""There are a lot of frustrated doctors and patients and health departments."" Still, Dr. Frieden said he thought the situation was improving. Other experts, although supportive of the agency, were mystified that federal officials could have committed so many missteps. ""The incompetence has really exceeded what anyone would expect with the C.D.C.,"" said Dr. Michael Mina, an epidemiologist at Harvard University. ""This is not a difficult problem to solve in the world of viruses.""","health, cdc, medicine",msmash,2020-03-03 10:02:00
126493688,https://science.slashdot.org/story/20/03/03/0528200/chinas-aggressive-measures-reversed-the-course-of-coronavirus-outbreak,China's Aggressive Measures Reversed the Course of Coronavirus Outbreak,"hackingbear writes: According to a World Health Organization (WHO) report, Chinese hospitals overflowing with COVID-19 patients a few weeks ago now have empty beds. Trials of experimental drugs are having difficulty enrolling enough eligible patients. And the number of new cases reported each day has plummeted from thousands per day to 125 cases on March 2. The report is unequivocal. ""China's bold approach to contain the rapid spread of this new respiratory pathogen has changed the course of a rapidly escalating and deadly epidemic,"" it says. ""This decline in COVID-19 cases across China is real."" The WHO team traveled to several cities including Wuhan, the hardest hit city. They visited hospitals, laboratories, companies, wet markets selling live animals, train stations, and local government offices. ""Everywhere you went, anyone you spoke to, there was a sense of responsibility and collective action, and there's war footing to get things done,"" says WHO's Bruce Aylward. The question now is whether the world can take lessons from China's apparent success -- and whether other countries can imitate the massive lockdowns and electronic surveillance measures imposed by an ""authoritarian"" government (an assertion which real Chinese may not necessarily agree with from their daily experiences).","china, health, medicine",BeauHD,2020-03-03 09:00:00
126464520,https://science.slashdot.org/story/20/03/02/2222236/coronavirus-patient-visited-san-antonio-hotel-mall-after-she-was-mistakenly-released-from-isolation-officials-say,"Coronavirus Patient Visited San Antonio Hotel, Mall After She Was 'Mistakenly Released' From Isolation, Officials Say","A woman that tested positive for coronavirus was ""mistakenly released"" from isolation Saturday, causing the mayor of San Antonio to declare a public health emergency in the city. Dallas News reports: The patient was one of 91 evacuees who were brought to San Antonio from Wuhan, China. She was released Saturday and was in the community for a little more than 12 hours before she was quarantined again. During that time, the woman checked into a Holiday Inn hotel near the San Antonio airport and took a hotel shuttle to the North Star Mall, said Dr. Anita Kurian of the city's Metropolitan Health District. She was at the mall from about 5:30 to 7:30 p.m. Kurian said the health department completed its risk assessment of any people the woman could have exposed to the virus and determined that everyone was at low risk, except for health-care personnel who were in direct contact with the woman when she was released. The CDC said the patient had been treated at a local medical facility for several weeks after she returned from Wuhan on a flight chartered by the State Department. ""At the time of discharge from the facility, the patient was asymptomatic and met all of CDC's criteria for release -- resolution of any symptoms and two consecutive sets of negative test results, collected more than 24 hours apart,"" the agency said. After the patient was released, a lab test was determined to be ""weakly positive."" The patient was brought back into isolation ""out of an abundance of caution,"" the CDC said. ""We simply cannot have a screw-up like this from our federal partners,"" San Antonio Mayor Ron Nirenberg said at a news conference Monday. Texas Governor Greg Abbott also criticized the CDC, saying: ""What the CDC did is completely unacceptable. It appears to be a case of negligence with regard to allowing this person who had coronavirus to leave Texas Center for Infectious Disease and go back into the general population. I think they understand the magnitude of the error.""","health, usa, medicine",BeauHD,2020-03-02 20:02:00
126461228,https://science.slashdot.org/story/20/03/02/2133243/first-case-of-coronavirus-confirmed-in-new-york-state,First Case of Coronavirus Confirmed In New York State,"A woman who recently traveled to Iran is New York's first confirmed case of the novel coronavirus (Warning: source paywalled; alternative source), New York Gov. Andrew Cuomo said on Sunday night. The Wall Street Journal reports: The woman, who wasn't named, is in her late 30s and contracted the virus while traveling abroad in Iran. She has respiratory symptoms and is isolated in her home, according to the governor's office. She isn't in serious condition and has been in a controlled situation since arriving in New York, according to the governor's office. ""There is no cause for surprise -- this was expected,"" the governor said in a statement. ""I said from the beginning it was a matter of when, not if, there would be a positive case of novel coronavirus in New York."" A state official said the woman is in Manhattan. The report says there's been a total of eight other cases in New York City, but all of those people had tested negative. ""As of Sunday, 32 people in New York, including the one positive case, have been tested for coronavirus infection,"" reports The Wall Street Journal, citing New York state health officials. ""All the other tests were negative."" If the virus spreads, New York City health officials said there are roughly 1,200 hospital beds throughout the city that could be used.","health, medicine, newyork",BeauHD,2020-03-02 18:02:00
126433884,https://science.slashdot.org/story/20/03/02/1444220/in-coronavirus-fight-china-gives-citizens-a-color-code-with-red-flags,"In Coronavirus Fight, China Gives Citizens a Color Code, With Red Flags","A new system uses software to dictate quarantines -- and appears to send personal data to police, in a troubling precedent for automated social control. From a report: As China encourages people to return to work despite the coronavirus outbreak, it has begun a bold mass experiment in using data to regulate citizens' lives -- by requiring them to use software on their smartphones that dictates whether they should be quarantined or allowed into subways, malls and other public spaces. But a New York Times analysis of the software's code found that the system does more than decide in real time whether someone poses a contagion risk. It also appears to share information with the police, setting a template for new forms of automated social control that could persist long after the epidemic subsides. The Alipay Health Code, as China's official news media has called the system, was first introduced in the eastern city of Hangzhou -- a project by the local government with the help of Ant Financial, a sister company of the e-commerce giant Alibaba. People in China sign up through Ant's popular wallet app, Alipay, and are assigned a color code -- green, yellow or red -- that indicates their health status. The system is already in use in 200 cities and is being rolled out nationwide, Ant says. Neither the company nor Chinese officials have explained in detail how the system classifies people. That has caused fear and bewilderment among those who are ordered to isolate themselves and have no idea why.","china, medicine, coronavirus",msmash,2020-03-02 10:44:00
